type,volatile acidity,chlorides,density,pH,alcohol,quality
white,0.19,0.032,0.99182,3.31,12.2,6
white,0.42,0.061,0.9966,3.4,11,6
white,0.2,0.038,0.9912,3.25,12,7
white,0.24,0.045,0.99779,3.16,8.8,5
white,0.26,0.046,0.99814,3.17,8.9,4
white,0.4,0.035,0.99096,3.59,12.7,7
white,0.2,0.037,0.99379,3.1,11.8,6
white,0.445,0.053,0.99426,3.79,10.2,5
white,0.41,0.036,0.99228,3.24,9.9,6
white,0.2,0.041,0.99335,3.35,11.1,6
white,0.3,0.045,0.99595,3.22,9.4,5
white,0.35,0.049,0.99297,3.13,9.7,6
white,0.35,0.038,0.99687,3.11,9.7,5
white,0.35,0.049,0.99297,3.13,9.7,6
white,0.35,0.038,0.99687,3.11,9.7,5
white,0.3,0.054,0.99445,3.19,9.8,5
white,0.38,0.05,0.9986,3.25,9.3,6
white,0.3,0.032,0.99154,2.95,10.5,5
white,0.4,0.049,0.9981,3.47,9.3,6
white,0.37,0.024,0.98993,3.45,12.6,8
white,0.23,0.058,1.00241,3.44,8.9,5
white,0.27,0.048,0.99716,3.18,10.3,5
white,0.26,0.041,0.99437,3.29,10.6,5
white,0.28,0.067,0.9972,3.15,9,4
white,0.34,0.051,0.99756,3.48,9.7,5
white,0.23,0.041,0.99509,3.22,9.5,6
white,0.29,0.06,0.99572,3.49,10.3,6
white,0.34,0.051,0.99756,3.48,9.7,5
white,0.4,0.034,0.99175,3.21,12.3,8
white,0.17,0.032,0.99254,3.4,10.5,5
white,0.23,0.041,0.99509,3.22,9.5,6
white,0.24,0.043,0.99676,3.11,10,6
white,0.28,0.039,0.9979,3.08,8.8,4
white,0.23,0.031,0.99194,3,10.9,6
white,0.26,0.029,0.99077,2.95,12.2,6
white,0.46,0.168,0.99782,3.06,9.5,5
white,0.31,0.048,0.99942,3.47,10,5
white,0.25,0.04,0.99708,3.11,9.6,6
white,0.28,0.06,0.99353,3.13,8.7,6
white,0.18,0.044,0.99256,3.39,10.7,7
white,0.21,0.046,0.99199,3.43,11.1,6
white,0.48,0.024,0.9918,3.25,12.5,7
white,0.34,0.051,0.99354,3.3,10.4,6
white,0.21,0.028,0.99244,3.2,11.5,5
white,0.32,0.04,0.99831,3.05,9.4,5
white,0.495,0.157,0.99396,3.03,9.3,5
white,0.25,0.05,0.99724,3.17,10.1,6
white,0.25,0.05,0.99524,3.28,9.7,5
white,0.18,0.035,0.9927,3.49,10.5,6
white,0.24,0.053,0.99802,3.42,9.7,5
white,0.32,0.06,0.99512,3.59,9.2,5
white,0.32,0.092,0.99438,3.19,9.8,5
white,0.33,0.05,0.99679,3.12,9,5
white,0.3,0.05,0.99652,3.15,9.1,6
white,0.34,0.037,0.99698,3.25,10.4,6
white,0.16,0.03,0.99474,3.68,10.7,6
white,0.1,0.039,0.99511,3.59,10.5,7
white,0.45,0.099,0.99582,3.21,9.2,5
white,0.33,0.036,0.99125,3.28,11.5,4
white,0.48,0.034,0.99256,3.05,10.4,3
white,0.2,0.039,0.9911,3.3,12,6
white,0.32,0.036,0.99168,3.38,12.2,6
white,0.2,0.039,0.9911,3.3,12,6
white,0.22,0.05,0.99556,3.29,9.8,6
white,0.23,0.063,1.00098,3.1,9.3,5
white,0.27,0.084,0.99516,3.49,9.6,4
white,0.27,0.085,0.99516,3.49,9.5,4
white,0.23,0.042,0.99518,3.5,10.2,6
white,0.15,0.029,0.99347,3.24,10.4,8
white,0.26,0.025,0.9929,3.28,11,6
white,0.15,0.029,0.99347,3.24,10.4,8
white,0.2,0.042,0.99841,3.05,8.7,5
white,0.3,0.053,0.99362,3.29,9.9,4
white,0.3,0.053,0.99361,3.29,9.9,4
white,0.21,0.041,0.9914,3.06,11.3,4
white,0.46,0.042,0.99114,3.38,12,8
white,0.28,0.042,0.9925,3.43,10.7,8
white,0.24,0.043,0.99453,3.13,10.1,6
white,0.17,0.091,0.9938,3.25,9.6,7
white,0.17,0.093,0.9938,3.25,9.6,6
white,0.695,0.056,0.99806,3.29,8.7,5
white,0.27,0.059,0.9961,3.54,10.3,5
white,0.3,0.047,1.00016,2.98,9.1,5
white,0.19,0.037,0.9916,3.17,11.8,6
white,0.36,0.024,0.99116,3.15,11.9,6
white,0.16,0.046,0.99319,3.66,10.3,6
white,0.19,0.047,0.99517,3.09,10,4
white,0.16,0.044,0.99514,3.1,10.2,4
white,0.26,0.038,0.99566,3.12,10,6
white,0.33,0.034,0.99166,2.96,12.7,6
white,0.16,0.046,0.99587,3.04,9.6,5
white,0.23,0.044,0.99558,3.16,9.5,5
white,0.44,0.033,0.99117,3.17,12.7,6
white,0.31,0.036,0.99399,3.34,11,6
white,0.705,0.044,0.99741,3.1,9.1,5
white,0.21,0.034,0.99405,3.35,10.2,4
white,0.16,0.047,0.99622,3.38,10.1,6
white,0.27,0.045,1.00051,3.05,9.2,6
white,0.38,0.08,0.99803,3.47,9.4,4
white,0.21,0.034,0.99405,3.35,10.2,4
white,0.38,0.095,0.99773,3.53,9.2,4
white,0.24,0.05,0.99397,2.98,10,5
white,0.16,0.047,0.99622,3.38,10.1,6
white,0.815,0.044,0.99713,3.15,9,5
white,0.41,0.032,0.99274,3.16,9.5,5
white,0.36,0.07,1.00118,3.39,9.1,5
white,0.4,0.031,0.99176,3.05,13.3,7
white,0.26,0.045,0.9969,3.26,9.5,5
white,0.44,0.096,0.99771,3.56,9.2,5
white,0.24,0.036,0.99411,3.36,10.1,6
white,0.44,0.096,0.99771,3.56,9.2,5
white,0.24,0.036,0.99411,3.36,10.1,6
white,0.22,0.04,0.99194,3.27,11.2,6
white,0.34,0.04,0.99558,3.14,9.8,6
white,0.22,0.04,0.99194,3.27,11.2,6
white,0.34,0.04,0.99558,3.14,9.8,6
white,0.28,0.042,0.99577,3.22,9.4,5
white,0.29,0.045,0.99564,3.23,9,5
white,0.27,0.044,0.99578,3.21,9.4,5
white,0.35,0.054,0.99888,3.11,8.9,6
white,0.28,0.045,1.00014,3.02,9.1,6
white,0.35,0.034,0.99441,3.17,9.8,4
white,0.43,0.056,0.99594,3.17,9.4,5
white,0.26,0.05,0.99437,3.13,10,6
white,0.43,0.056,0.99594,3.17,9.4,5
white,0.27,0.042,0.9979,3.48,9.9,6
white,0.46,0.147,0.99434,3.14,10,5
white,0.2,0.028,0.99203,3.17,11.5,6
white,0.285,0.063,0.998,3,9.2,5
white,0.32,0.052,0.99316,3.15,10,5
white,0.285,0.063,0.998,3,9.2,5
white,0.34,0.051,0.99314,3.15,10,5
white,0.32,0.052,0.99316,3.15,10,5
white,0.27,0.042,0.99612,3.43,9.8,6
white,0.26,0.04,0.99295,3.36,10.5,6
white,0.27,0.043,0.99394,3.45,10.6,6
white,0.56,0.037,0.99642,3.28,9.4,5
white,0.56,0.037,0.99642,3.28,9.4,5
white,0.19,0.027,0.99248,3.38,11,7
white,0.2,0.027,0.99268,3.53,10.8,6
white,0.29,0.036,0.99954,3.3,9,5
white,0.32,0.031,0.99692,3.07,9.6,6
white,0.33,0.037,0.99592,3.19,10.6,6
white,0.33,0.037,0.99592,3.19,10.6,6
white,0.32,0.031,0.99692,3.07,9.6,6
white,0.33,0.045,0.99822,3.08,9.2,5
white,0.33,0.045,0.99822,3.08,9.2,5
white,0.26,0.053,0.99402,2.89,9.5,5
white,0.25,0.053,0.99404,2.89,9.5,5
white,0.26,0.039,0.99787,3.47,10.3,7
white,0.26,0.053,0.99347,3.08,8.8,5
white,0.28,0.041,0.99838,2.98,8.7,5
white,0.27,0.04,0.99839,2.98,8.7,5
white,0.28,0.038,0.99375,3.2,10.2,6
white,0.16,0.029,0.99155,3.25,10.1,6
white,0.34,0.049,0.9936,3.21,9.5,5
white,0.25,0.056,0.99434,3.1,9.5,5
white,0.35,0.022,0.9922,3.54,11.6,7
white,0.24,0.032,0.99571,3.13,10.7,6
white,0.29,0.043,0.99658,3.11,10.1,6
white,0.27,0.035,0.99076,3.32,11.1,7
white,0.56,0.071,0.99496,3.22,9.8,5
white,0.29,0.142,0.9937,3.08,9,6
white,0.27,0.035,0.99076,3.32,11.1,7
white,0.27,0.047,0.99542,3.19,9.5,6
white,0.24,0.052,0.99825,3.37,9.4,6
white,0.32,0.049,0.99289,3.24,10.2,5
white,0.37,0.041,0.99432,3.1,9.8,6
white,0.26,0.047,0.99523,3.19,9.5,6
white,0.27,0.047,0.99542,3.19,9.5,6
white,0.3,0.05,0.9959,3.17,9,5
white,0.28,0.045,0.99543,3.1,10.1,6
white,0.24,0.079,0.99662,3.02,8.8,5
white,0.27,0.034,0.99088,2.97,11.9,6
white,0.27,0.034,0.99088,2.97,11.9,6
white,0.28,0.074,0.99922,3.19,9.3,6
white,0.39,0.036,0.9966,3.33,10,6
white,0.2,0.075,0.99466,3.21,9.5,5
white,0.28,0.074,0.99922,3.19,9.3,6
white,0.31,0.054,0.99836,3.16,9.7,4
white,0.31,0.054,0.99836,3.16,9.7,4
white,0.18,0.043,0.99238,3.19,10.2,5
white,0.23,0.031,0.99645,3.11,10.8,5
white,0.21,0.046,1,3.27,8.8,5
white,0.21,0.046,1,3.27,8.8,5
white,0.26,0.039,0.99376,3.32,11.4,6
white,0.21,0.046,1,3.27,8.8,5
white,0.31,0.039,0.99513,3.14,9.8,5
white,0.34,0.045,0.99556,3.17,9.4,4
white,0.34,0.045,0.99556,3.17,9.4,4
white,0.3,0.054,0.99543,3.21,9.4,6
white,0.4,0.053,0.99886,3.2,9.4,6
white,0.32,0.044,0.99526,3.22,9.7,6
white,0.34,0.032,0.99166,3.35,12.3,7
white,0.26,0.045,0.99691,3.33,9.8,6
white,0.27,0.053,0.99732,3.12,9,5
white,0.28,0.045,0.99573,3.26,9.2,6
white,0.3,0.058,0.99656,3.19,9.4,6
white,0.175,0.043,0.99112,3.28,9.9,6
white,0.34,0.032,0.99214,3.07,9.8,5
white,0.34,0.029,0.99165,3.36,12.3,7
white,0.12,0.018,0.99004,3.02,11.9,7
white,0.32,0.038,0.99463,3.27,10.2,6
white,0.51,0.034,0.99683,3.14,9.5,6
white,0.12,0.018,0.99004,3.02,11.9,7
white,0.24,0.04,0.99596,3.24,9.2,5
white,0.41,0.054,0.99898,3.18,9.7,5
white,0.18,0.029,0.99114,3.36,11.5,7
white,0.17,0.121,0.99508,3.17,10.4,8
white,0.2,0.053,0.99306,3.22,11.6,5
white,0.41,0.054,0.99898,3.18,9.7,5
white,0.17,0.121,0.99508,3.17,10.4,8
white,0.18,0.029,0.99114,3.36,11.5,7
white,0.16,0.036,0.99342,3.27,10.2,6
white,0.16,0.037,0.99345,3.38,9.8,6
white,0.42,0.044,0.99772,3.24,9,5
white,0.3,0.036,0.99239,3.38,10.5,6
white,0.54,0.049,0.99502,3.16,9.4,4
white,0.54,0.049,0.99502,3.16,9.4,4
white,0.22,0.046,0.99479,3.21,10.8,5
white,0.23,0.043,0.99207,3.17,10.7,7
white,0.26,0.029,0.99497,3.08,10.6,6
white,0.23,0.046,0.99828,3.15,9.2,6
white,0.28,0.032,0.99542,3.28,9.5,6
white,0.28,0.032,0.99542,3.28,9.5,6
white,0.27,0.028,0.99228,3.41,10,5
white,0.29,0.03,0.99706,3.13,10.6,5
white,0.26,0.029,0.99497,3.08,10.6,6
white,0.27,0.029,0.99669,3.13,10.6,5
white,0.23,0.046,0.99828,3.15,9.2,6
white,0.32,0.036,0.99269,3.24,11,6
white,0.22,0.041,0.99196,3.25,11.2,6
white,0.5,0.046,0.99662,3.32,9.6,5
white,0.33,0.052,0.99475,3.21,9.4,5
white,0.26,0.045,0.99544,3.2,9.5,6
white,0.2,0.052,0.99944,3.09,9.3,5
white,0.33,0.052,0.99475,3.21,9.4,5
white,0.26,0.045,0.99544,3.2,9.5,6
white,0.36,0.046,0.9966,3.07,9.4,5
white,0.13,0.043,0.99066,3.13,11.2,7
white,0.15,0.043,0.9907,3.14,11.2,7
white,0.13,0.043,0.99066,3.13,11.2,7
white,0.23,0.033,0.998,3,8.8,5
white,0.15,0.043,0.9907,3.14,11.2,7
white,0.13,0.043,0.99066,3.13,11.2,7
white,0.255,0.079,0.99307,3.2,9.4,5
white,0.32,0.03,0.99106,3.06,11.1,6
white,0.28,0.052,0.99696,3.08,9.6,5
white,0.32,0.03,0.99106,3.06,11.1,6
white,0.255,0.079,0.99307,3.2,9.4,5
white,0.41,0.037,0.99167,2.95,10.6,6
white,0.37,0.048,0.99902,3.13,8.9,5
white,0.21,0.021,0.98992,3.15,12.3,7
white,0.24,0.028,0.99182,3.34,11.4,5
white,0.28,0.043,0.99556,3.16,9.6,6
white,0.24,0.034,0.99582,3.33,10.3,6
white,0.24,0.028,0.99182,3.34,11.4,5
white,0.16,0.032,0.98972,3.23,12.1,6
white,0.14,0.026,0.99352,3.46,9.9,5
white,0.34,0.035,0.9946,3.15,9.7,5
white,0.26,0.043,0.99273,3.18,10.5,5
white,0.17,0.038,0.99628,3.04,8.9,6
white,0.27,0.039,0.99582,3.18,9.4,5
white,0.25,0.037,0.99553,3.18,9.6,5
white,0.3,0.014,0.98914,3.4,12.6,7
white,0.28,0.156,0.99354,3.1,9.2,6
white,0.3,0.053,0.99976,3.2,10.4,5
white,0.18,0.062,0.99808,3,9,7
white,0.18,0.062,0.99808,3,9,7
white,0.18,0.062,0.99808,3,9,7
white,0.18,0.062,0.99808,3,9,7
white,0.18,0.062,0.99808,3,9,7
white,0.18,0.062,0.99808,3,9,7
white,0.14,0.039,0.9919,3.22,9.2,6
white,0.18,0.062,0.99808,3,9,7
white,0.615,0.068,0.99499,3.2,9.7,4
white,0.13,0.05,0.99655,3.34,10.1,6
white,0.34,0.059,0.99615,3.46,11,7
white,0.32,0.038,0.99296,3.2,10.8,5
white,0.21,0.048,0.99482,3.22,10.8,5
white,0.5,0.028,0.99079,3.48,13.5,7
white,0.52,0.042,0.99366,3.24,10.6,5
white,0.28,0.046,0.99434,3.23,9.8,5
white,0.22,0.023,0.98958,3.18,11.7,6
white,0.28,0.046,0.99434,3.23,9.8,5
white,0.32,0.034,0.99938,3.34,9,6
white,0.11,0.042,0.99059,3.18,11.3,7
white,0.26,0.031,0.99835,3.31,9.4,5
white,0.22,0.023,0.98958,3.18,11.7,6
white,0.3,0.025,0.99159,3.31,11.3,7
white,0.3,0.025,0.99159,3.31,11.3,7
white,0.2,0.019,0.98931,3.2,12,6
white,0.2,0.028,0.9938,3.48,10.6,6
white,0.26,0.024,0.99558,3.13,10.8,6
white,0.25,0.024,0.99563,3.12,10.8,6
white,0.2,0.019,0.98931,3.2,12,6
white,0.27,0.053,0.99691,3.18,9.4,5
white,0.3,0.038,0.9959,3.19,9.4,5
white,0.3,0.025,0.99159,3.31,11.3,7
white,0.36,0.05,0.99628,3.07,9.4,5
white,0.21,0.021,0.99076,3.39,12,5
white,0.18,0.039,0.99678,3.28,10.3,7
white,0.18,0.039,0.99678,3.28,10.3,7
white,0.18,0.039,0.99678,3.28,10.3,7
white,0.26,0.026,0.99089,3.22,11.3,7
white,0.35,0.063,0.99537,3.1,9.4,6
white,0.28,0.041,1.0002,3.14,8.7,5
white,0.36,0.05,0.99628,3.07,9.4,5
white,0.26,0.026,0.99089,3.22,11.3,7
white,0.18,0.039,0.99678,3.28,10.3,7
white,0.21,0.021,0.99076,3.39,12,5
white,0.19,0.033,0.99332,3.34,8,5
white,0.24,0.033,0.99316,3.44,10.4,7
white,0.17,0.029,0.99272,3.37,10.7,7
white,0.24,0.03,0.99636,3.47,10.2,6
white,0.6,0.044,0.99202,3.56,10.9,5
white,0.445,0.027,0.99148,3.3,10.5,6
white,0.28,0.012,0.99064,3.26,11.7,7
white,0.44,0.065,0.99884,3.13,8.6,5
white,0.24,0.034,0.99773,3.2,9,5
white,0.31,0.044,1.00013,2.96,8.7,5
white,0.32,0.062,0.98974,3.1,12.8,6
white,0.24,0.034,0.99773,3.2,9,5
white,0.31,0.044,1.00013,2.96,8.7,5
white,0.13,0.023,0.99112,3.28,11.8,6
white,0.14,0.034,0.99136,3.05,11.6,6
white,0.2,0.028,0.99132,3.14,11.8,6
white,0.15,0.042,0.99642,3.24,10.6,5
white,0.23,0.066,0.99488,3.17,9.7,5
white,0.33,0.047,0.99527,3.22,10.3,5
white,0.17,0.119,0.99578,3.15,10.2,6
white,0.12,0.048,0.99352,3.33,10.1,7
white,0.18,0.046,0.99199,3.7,10.9,7
white,0.15,0.037,0.99198,3.24,9.3,5
white,0.23,0.057,0.99756,3.33,10.2,6
white,0.17,0.119,0.99578,3.15,10.2,6
white,0.34,0.066,0.99561,3.11,9.5,5
white,0.68,0.069,0.99347,3.18,9.3,5
white,0.22,0.018,0.98936,3.06,12.9,7
white,0.28,0.042,0.99786,3.14,8.7,5
white,0.4,0.081,0.99705,3.4,9.4,5
white,0.19,0.034,0.9942,3.23,10.1,5
white,0.23,0.039,0.9948,3.19,10,4
white,0.14,0.05,0.99116,3.27,11.1,7
white,0.15,0.052,0.99688,3.26,10.3,7
white,0.15,0.033,0.98974,3.24,12.2,6
white,0.33,0.067,0.99542,3.11,9.3,6
white,0.3,0.041,0.99154,3.19,11.3,6
white,0.23,0.043,0.99118,3.04,10.8,6
white,0.13,0.033,0.99044,2.98,11.2,8
white,0.21,0.03,0.9914,3.32,12.5,7
white,0.4,0.05,0.9979,3.39,9.3,5
white,0.34,0.03,0.98892,3.4,12.9,7
white,0.12,0.039,0.99114,3.2,11.2,7
white,0.655,0.039,0.99188,3,12.6,6
white,0.26,0.046,0.99583,3.2,9.3,5
white,0.34,0.03,0.98892,3.4,12.9,7
white,0.3,0.03,0.98892,3.41,12.9,7
white,0.15,0.049,0.99704,3.2,9.5,7
white,0.37,0.037,0.9911,3.19,11.9,6
white,0.35,0.032,0.99334,2.93,10.3,7
white,0.32,0.033,0.99334,2.92,10.3,7
white,0.1,0.031,0.99094,3.06,11.2,6
white,0.25,0.03,0.99014,3.18,12,6
white,0.31,0.042,0.99304,3.13,9.6,5
white,0.18,0.041,0.99652,3.2,9.2,6
white,0.17,0.029,0.98944,3.03,12.9,6
white,0.19,0.061,0.99772,2.99,9.3,6
white,0.32,0.03,0.99367,3.1,12.1,6
white,0.31,0.042,0.99304,3.13,9.6,5
white,0.21,0.026,0.99183,3.37,11.2,6
white,0.16,0.029,0.99126,3.11,11.2,7
white,0.17,0.029,0.98944,3.03,12.9,6
white,0.24,0.042,0.99577,3.21,9.2,5
white,0.19,0.061,0.99772,2.99,9.3,6
white,0.18,0.041,0.99652,3.2,9.2,6
white,0.3,0.041,0.99428,3.18,9.3,6
white,0.28,0.03,0.99388,3.2,10.7,6
white,0.31,0.024,0.99208,3.05,9.8,6
white,0.23,0.036,0.99256,3.3,10.3,6
white,0.28,0.03,0.99388,3.2,10.7,6
white,0.23,0.025,0.9925,3.28,11.3,6
white,0.22,0.048,0.99904,3.02,8.8,6
white,0.18,0.043,0.99216,3.18,10.8,5
white,0.31,0.024,0.99208,3.05,9.8,6
white,0.3,0.041,0.99428,3.18,9.3,6
white,0.46,0.027,0.99165,3.26,11.5,7
white,0.23,0.038,0.99924,3.26,8.8,5
white,0.23,0.038,0.99924,3.26,8.8,5
white,0.23,0.038,0.99924,3.26,8.8,5
white,0.26,0.17,0.9956,3.19,9.4,6
white,0.26,0.171,0.99562,3.19,9.4,6
white,0.28,0.045,0.9972,3.16,9.6,6
white,0.23,0.038,0.99924,3.26,8.8,5
white,0.23,0.044,0.9958,3.22,9.3,6
white,0.25,0.044,0.99976,3.22,8.9,5
white,0.25,0.044,0.99976,3.22,8.9,5
white,0.2,0.049,0.99296,3.74,10,5
white,0.21,0.045,0.9957,3.24,9.1,5
white,0.23,0.044,0.9958,3.22,9.3,6
white,0.24,0.043,0.99579,3.2,9.4,6
white,0.25,0.04,0.99541,3.14,10.1,6
white,0.25,0.044,0.99976,3.22,8.9,5
white,0.16,0.046,0.99518,3.2,10.8,6
white,0.28,0.028,0.99168,3.24,10,6
white,0.18,0.029,0.99276,3.03,10.9,6
white,0.26,0.027,0.99085,3.15,12,7
white,0.37,0.043,0.99873,2.99,9.3,5
white,0.4,0.03,0.99172,3.22,12.3,7
white,0.26,0.038,0.99312,3.45,10.4,6
white,0.18,0.029,0.99276,3.03,10.9,6
white,0.23,0.045,0.9972,3.22,10.5,5
white,0.2,0.036,0.99278,3.41,9.8,6
white,0.17,0.041,0.99092,3.06,10.5,6
white,0.35,0.051,0.9962,3.16,9.9,6
white,0.29,0.035,0.99053,3.27,11.4,7
white,0.3,0.06,0.99858,3.18,9.2,5
white,0.51,0.051,0.9984,3.09,9.7,5
white,0.51,0.049,0.99335,3.09,10,5
white,0.29,0.035,0.99053,3.27,11.4,7
white,0.29,0.048,0.9949,3.13,10.3,6
white,0.35,0.051,0.9962,3.16,9.9,6
white,0.17,0.041,0.99092,3.06,10.5,6
white,0.2,0.047,0.99532,3.16,9.8,7
white,0.615,0.067,0.99727,3.19,9.3,5
white,0.32,0.034,0.99026,3.08,12.4,7
white,0.2,0.048,0.99668,3.16,9.3,6
white,0.615,0.067,0.99727,3.19,9.3,5
white,0.23,0.048,0.9952,3.26,9.5,6
white,0.27,0.034,0.99144,3.08,10.5,6
white,0.27,0.034,0.99144,3.08,10.5,6
white,0.44,0.032,0.99015,3.26,12.8,7
white,0.34,0.045,0.9914,2.99,10.8,6
white,0.26,0.057,0.99693,3.1,10,6
white,0.17,0.045,0.99035,3.38,11.8,8
white,0.26,0.057,0.99693,3.1,10,6
white,0.17,0.045,0.99035,3.38,11.8,8
white,0.17,0.036,0.99006,3.19,12,6
white,0.43,0.025,0.99126,3.18,12.6,6
white,0.315,0.026,0.98994,3.37,11.9,8
white,0.17,0.027,0.98985,3.13,10.6,5
white,0.34,0.082,0.9971,3.42,9.2,5
white,0.33,0.059,0.99882,3.17,10,6
white,0.12,0.038,0.99477,3.36,9.2,5
white,0.13,0.039,0.99478,3.36,9.3,6
white,0.18,0.055,0.99576,3.24,10.2,6
white,0.16,0.054,0.99578,3.25,10.2,6
white,0.26,0.06,0.99354,3.14,8.7,5
white,0.32,0.05,0.99244,3.24,10.7,5
white,0.3,0.048,0.99084,3.18,12.1,6
white,0.16,0.05,0.99612,3.12,9.5,6
white,0.27,0.028,0.99356,3.18,11.2,6
white,0.16,0.034,0.98952,2.93,12,6
white,0.16,0.05,0.99612,3.12,9.5,6
white,0.3,0.048,0.99084,3.18,12.1,6
white,0.32,0.05,0.99244,3.24,10.7,5
white,0.44,0.048,0.99955,3.26,8.8,7
white,0.2,0.052,0.99374,3.8,10.8,6
white,0.29,0.026,0.9892,3.31,13.1,7
white,0.39,0.035,0.99144,3.08,12.5,7
white,0.36,0.045,0.99352,3.09,11.7,8
white,0.36,0.045,0.99352,3.09,11.7,8
white,0.36,0.045,0.9935,3.09,11.6,8
white,0.2,0.043,0.99237,3.29,11.3,6
white,0.39,0.035,0.99144,3.08,12.5,7
white,0.2,0.025,0.99022,3.11,11.4,5
white,0.235,0.036,0.99032,3.4,12.2,5
white,0.965,0.074,1.03898,3.39,11.7,6
white,0.2,0.053,0.99587,3.31,10.4,6
white,0.2,0.053,0.99587,3.31,10.4,6
white,0.2,0.053,0.99587,3.31,10.4,6
white,0.24,0.083,0.99976,3.17,9.1,5
white,0.3,0.034,0.99354,3.05,12.2,6
white,0.24,0.083,0.99976,3.17,9.1,5
white,0.4,0.066,0.99552,3.12,9.4,5
white,0.4,0.065,0.99552,3.11,9.4,5
white,0.2,0.053,0.99587,3.31,10.4,6
white,0.25,0.047,0.99604,3.22,9.2,5
white,0.26,0.046,0.99584,3.2,9.4,5
white,0.37,0.033,0.98894,3.22,13.5,7
white,0.35,0.053,0.9963,3.07,9.4,5
white,0.22,0.028,0.993,3.13,10.9,8
white,0.37,0.033,0.98894,3.22,13.5,7
white,0.35,0.053,0.9963,3.07,9.4,5
white,0.31,0.036,0.99068,3.19,11.4,7
white,0.16,0.036,0.98964,3.19,12.4,7
white,0.25,0.047,0.99604,3.22,9.2,5
white,0.26,0.046,0.99584,3.2,9.4,5
white,0.15,0.038,0.9923,3.3,10.5,6
white,0.15,0.031,0.99437,3.26,11.5,8
white,0.22,0.028,0.993,3.13,10.9,8
white,0.2,0.04,0.99238,3.34,10.8,6
white,0.17,0.038,0.99801,3.03,8.9,5
white,0.18,0.039,0.99802,3.03,8.9,5
white,0.27,0.042,0.99566,3.2,9.4,6
white,0.32,0.049,0.99067,3.44,12.2,7
white,0.26,0.025,0.99066,2.99,12.1,7
white,0.3,0.03,0.9929,3.17,10.9,5
white,0.16,0.026,0.9934,3.34,10.1,6
white,0.32,0.049,0.99067,3.44,12.2,7
white,0.19,0.032,0.98912,3.31,13,7
white,0.36,0.038,0.99066,3.23,11,5
white,0.17,0.052,0.99228,3.19,10.8,5
white,0.19,0.032,0.98912,3.31,13,7
white,0.11,0.052,0.9958,2.91,9.3,4
white,0.21,0.042,0.99052,3.44,11.4,6
white,0.325,0.152,0.99312,2.99,9.2,5
white,0.4,0.056,0.9968,3.5,9.9,5
white,0.2,0.044,0.99502,3.22,10.5,5
white,0.27,0.04,0.99084,3.06,12.4,6
white,0.26,0.047,0.99573,3.18,9.5,6
white,0.25,0.048,0.99256,3.16,10.5,6
white,0.22,0.053,0.9959,3.23,9.1,6
white,0.14,0.034,0.99084,3.38,11.5,7
white,0.14,0.034,0.99084,3.38,11.5,7
white,0.26,0.044,0.99644,3.17,11.2,5
white,0.22,0.05,0.99526,3.22,10.8,5
white,0.45,0.064,0.9954,3.12,9.4,5
white,0.17,0.031,0.99095,3.17,11,6
white,0.44,0.048,0.99188,3.21,11.3,7
white,0.15,0.041,0.9909,3.28,11.2,6
white,0.25,0.048,0.99256,3.16,10.5,6
white,0.22,0.053,0.9959,3.23,9.1,6
white,0.26,0.05,0.99581,3.21,10.4,6
white,0.15,0.033,0.99132,3.1,11.2,7
white,0.22,0.034,0.98936,3.14,11.1,7
white,0.37,0.036,0.99136,3.18,11.2,6
white,0.375,0.036,0.99142,3.29,10.5,6
white,0.2,0.047,0.99232,3.2,10,6
white,0.22,0.046,0.99232,3.2,10,6
white,0.22,0.049,0.993,3.1,10.9,5
white,0.22,0.028,0.99311,3.15,10.9,7
white,0.15,0.033,0.99132,3.1,11.2,7
white,0.2,0.035,0.98993,3.5,11.7,5
white,0.31,0.033,0.99208,3.16,10,5
white,0.43,0.169,0.99776,3.02,9.5,5
white,0.24,0.053,0.99839,3.03,9,5
white,0.23,0.052,0.99574,3.04,10,5
white,0.2,0.041,0.99093,3.08,11.9,5
white,0.16,0.028,0.99156,3.57,10.6,6
white,0.21,0.047,0.99278,3.15,11,6
white,0.33,0.027,0.9924,3.25,11.2,7
white,0.18,0.034,0.98984,3.51,12,7
white,0.29,0.027,0.99035,3.24,12.6,8
white,0.33,0.027,0.9924,3.25,11.2,7
white,0.21,0.034,0.99165,3.24,10.5,6
white,0.21,0.037,0.9923,3.11,10.2,6
white,0.21,0.047,0.99278,3.15,11,6
white,0.11,0.028,0.99008,3.57,12.2,6
white,0.15,0.036,0.98964,3.18,12.3,6
white,0.16,0.028,0.99156,3.57,10.6,6
white,0.19,0.032,0.9909,3.36,10.4,6
white,0.18,0.034,0.98984,3.51,12,7
white,0.48,0.021,0.9889,3.15,12.7,7
white,0.23,0.018,0.99178,3.05,10.6,5
white,0.17,0.028,0.99076,3.14,12.3,6
white,0.48,0.021,0.9889,3.15,12.7,7
white,0.15,0.037,0.99046,3.09,11.4,6
white,0.17,0.029,0.98999,3.65,12,7
white,0.21,0.045,0.98946,3.23,12.4,8
white,0.23,0.03,0.98976,3.24,12.1,7
white,0.15,0.037,0.99046,3.09,11.4,6
white,0.22,0.04,0.99672,3.21,10.7,5
white,0.15,0.045,0.99482,2.97,9.3,5
white,0.32,0.027,0.98945,3.37,12.7,6
white,0.37,0.029,0.98883,3.18,11.7,6
