type,volatile acidity,chlorides,density,alcohol,quality
white,0.25,0.035,0.99486,10.4,6
white,0.46,0.053,0.99537,10.1,5
white,0.19,0.051,0.99382,10.5,7
white,0.29,0.067,0.99838,9.2,4
white,0.31,0.043,0.99566,9.4,6
white,0.14,0.033,0.99268,10.6,6
white,0.31,0.043,0.99566,9.4,6
white,0.4,0.148,0.99468,8.7,5
white,0.16,0.047,0.9933,10.2,6
white,0.16,0.046,0.99307,10.3,6
white,0.33,0.049,0.99907,9.5,5
white,0.33,0.049,0.99907,9.5,5
white,0.33,0.049,0.99907,9.5,5
white,0.33,0.049,0.99907,9.5,5
white,0.41,0.158,0.99471,9.4,5
white,0.43,0.157,0.99471,9.4,5
white,0.33,0.049,0.99907,9.5,5
white,0.4,0.037,0.99148,12.6,7
white,0.18,0.047,0.99383,10.5,7
white,0.17,0.047,0.99365,10.8,6
white,0.32,0.054,0.99272,9.9,6
white,0.4,0.037,0.99148,12.6,7
white,0.32,0.031,0.99235,12.2,7
white,0.42,0.041,0.99508,10,6
white,0.28,0.04,0.9946,10.6,7
white,0.29,0.042,0.99674,9.5,6
white,0.41,0.027,0.99018,12.8,8
white,0.32,0.031,0.99235,12.2,7
white,0.3,0.043,0.99084,12.6,7
white,0.22,0.058,0.99856,9.4,5
white,0.26,0.055,0.99591,9,5
white,0.44,0.051,0.9975,9.1,5
white,0.42,0.06,0.9944,9.4,6
white,0.36,0.04,0.99173,12.2,7
white,0.295,0.049,0.99378,10,5
white,0.21,0.053,0.99805,9.2,5
white,0.28,0.045,0.99534,9.3,5
white,0.28,0.035,0.99232,9.8,6
white,0.21,0.053,0.99805,9.2,5
white,0.22,0.036,0.99078,12,7
white,0.28,0.045,0.99534,9.3,5
white,0.32,0.029,0.99061,12.6,7
white,0.19,0.032,0.99182,12.2,6
white,0.42,0.061,0.9966,11,6
white,0.2,0.038,0.9912,12,7
white,0.24,0.045,0.99779,8.8,5
white,0.26,0.046,0.99814,8.9,4
white,0.4,0.035,0.99096,12.7,7
white,0.2,0.037,0.99379,11.8,6
white,0.445,0.053,0.99426,10.2,5
white,0.41,0.036,0.99228,9.9,6
white,0.2,0.041,0.99335,11.1,6
white,0.3,0.045,0.99595,9.4,5
white,0.35,0.049,0.99297,9.7,6
white,0.35,0.038,0.99687,9.7,5
white,0.35,0.049,0.99297,9.7,6
white,0.35,0.038,0.99687,9.7,5
white,0.3,0.054,0.99445,9.8,5
white,0.38,0.05,0.9986,9.3,6
white,0.3,0.032,0.99154,10.5,5
white,0.4,0.049,0.9981,9.3,6
white,0.37,0.024,0.98993,12.6,8
white,0.23,0.058,1.00241,8.9,5
white,0.27,0.048,0.99716,10.3,5
white,0.26,0.041,0.99437,10.6,5
white,0.28,0.067,0.9972,9,4
white,0.34,0.051,0.99756,9.7,5
white,0.23,0.041,0.99509,9.5,6
white,0.29,0.06,0.99572,10.3,6
white,0.34,0.051,0.99756,9.7,5
white,0.4,0.034,0.99175,12.3,8
white,0.17,0.032,0.99254,10.5,5
white,0.23,0.041,0.99509,9.5,6
white,0.24,0.043,0.99676,10,6
white,0.28,0.039,0.9979,8.8,4
white,0.23,0.031,0.99194,10.9,6
white,0.26,0.029,0.99077,12.2,6
white,0.46,0.168,0.99782,9.5,5
white,0.31,0.048,0.99942,10,5
white,0.25,0.04,0.99708,9.6,6
white,0.28,0.06,0.99353,8.7,6
white,0.18,0.044,0.99256,10.7,7
white,0.21,0.046,0.99199,11.1,6
white,0.48,0.024,0.9918,12.5,7
white,0.34,0.051,0.99354,10.4,6
white,0.21,0.028,0.99244,11.5,5
white,0.32,0.04,0.99831,9.4,5
white,0.495,0.157,0.99396,9.3,5
white,0.25,0.05,0.99724,10.1,6
white,0.25,0.05,0.99524,9.7,5
white,0.18,0.035,0.9927,10.5,6
white,0.24,0.053,0.99802,9.7,5
white,0.32,0.06,0.99512,9.2,5
white,0.32,0.092,0.99438,9.8,5
white,0.33,0.05,0.99679,9,5
white,0.3,0.05,0.99652,9.1,6
white,0.34,0.037,0.99698,10.4,6
white,0.16,0.03,0.99474,10.7,6
white,0.1,0.039,0.99511,10.5,7
white,0.45,0.099,0.99582,9.2,5
white,0.33,0.036,0.99125,11.5,4
white,0.48,0.034,0.99256,10.4,3
white,0.2,0.039,0.9911,12,6
white,0.32,0.036,0.99168,12.2,6
white,0.2,0.039,0.9911,12,6
white,0.22,0.05,0.99556,9.8,6
white,0.23,0.063,1.00098,9.3,5
white,0.27,0.084,0.99516,9.6,4
white,0.27,0.085,0.99516,9.5,4
white,0.23,0.042,0.99518,10.2,6
white,0.15,0.029,0.99347,10.4,8
white,0.26,0.025,0.9929,11,6
white,0.15,0.029,0.99347,10.4,8
white,0.2,0.042,0.99841,8.7,5
white,0.3,0.053,0.99362,9.9,4
white,0.3,0.053,0.99361,9.9,4
white,0.21,0.041,0.9914,11.3,4
white,0.46,0.042,0.99114,12,8
white,0.28,0.042,0.9925,10.7,8
white,0.24,0.043,0.99453,10.1,6
white,0.17,0.091,0.9938,9.6,7
white,0.17,0.093,0.9938,9.6,6
white,0.695,0.056,0.99806,8.7,5
white,0.27,0.059,0.9961,10.3,5
white,0.3,0.047,1.00016,9.1,5
white,0.19,0.037,0.9916,11.8,6
white,0.36,0.024,0.99116,11.9,6
white,0.16,0.046,0.99319,10.3,6
white,0.19,0.047,0.99517,10,4
white,0.16,0.044,0.99514,10.2,4
white,0.26,0.038,0.99566,10,6
white,0.33,0.034,0.99166,12.7,6
white,0.16,0.046,0.99587,9.6,5
white,0.23,0.044,0.99558,9.5,5
white,0.44,0.033,0.99117,12.7,6
white,0.31,0.036,0.99399,11,6
white,0.705,0.044,0.99741,9.1,5
white,0.21,0.034,0.99405,10.2,4
white,0.16,0.047,0.99622,10.1,6
white,0.27,0.045,1.00051,9.2,6
white,0.38,0.08,0.99803,9.4,4
white,0.21,0.034,0.99405,10.2,4
white,0.38,0.095,0.99773,9.2,4
white,0.24,0.05,0.99397,10,5
white,0.16,0.047,0.99622,10.1,6
white,0.815,0.044,0.99713,9,5
white,0.41,0.032,0.99274,9.5,5
white,0.36,0.07,1.00118,9.1,5
white,0.4,0.031,0.99176,13.3,7
white,0.26,0.045,0.9969,9.5,5
white,0.44,0.096,0.99771,9.2,5
white,0.24,0.036,0.99411,10.1,6
white,0.44,0.096,0.99771,9.2,5
white,0.24,0.036,0.99411,10.1,6
white,0.22,0.04,0.99194,11.2,6
white,0.34,0.04,0.99558,9.8,6
white,0.22,0.04,0.99194,11.2,6
white,0.34,0.04,0.99558,9.8,6
white,0.28,0.042,0.99577,9.4,5
white,0.29,0.045,0.99564,9,5
white,0.27,0.044,0.99578,9.4,5
white,0.35,0.054,0.99888,8.9,6
white,0.28,0.045,1.00014,9.1,6
white,0.35,0.034,0.99441,9.8,4
white,0.43,0.056,0.99594,9.4,5
white,0.26,0.05,0.99437,10,6
white,0.43,0.056,0.99594,9.4,5
white,0.27,0.042,0.9979,9.9,6
white,0.46,0.147,0.99434,10,5
white,0.2,0.028,0.99203,11.5,6
white,0.285,0.063,0.998,9.2,5
white,0.32,0.052,0.99316,10,5
white,0.285,0.063,0.998,9.2,5
white,0.34,0.051,0.99314,10,5
white,0.32,0.052,0.99316,10,5
white,0.27,0.042,0.99612,9.8,6
white,0.26,0.04,0.99295,10.5,6
white,0.27,0.043,0.99394,10.6,6
white,0.56,0.037,0.99642,9.4,5
white,0.56,0.037,0.99642,9.4,5
white,0.19,0.027,0.99248,11,7
white,0.2,0.027,0.99268,10.8,6
white,0.29,0.036,0.99954,9,5
white,0.32,0.031,0.99692,9.6,6
white,0.33,0.037,0.99592,10.6,6
white,0.33,0.037,0.99592,10.6,6
white,0.32,0.031,0.99692,9.6,6
white,0.33,0.045,0.99822,9.2,5
white,0.33,0.045,0.99822,9.2,5
white,0.26,0.053,0.99402,9.5,5
white,0.25,0.053,0.99404,9.5,5
white,0.26,0.039,0.99787,10.3,7
white,0.26,0.053,0.99347,8.8,5
white,0.28,0.041,0.99838,8.7,5
white,0.27,0.04,0.99839,8.7,5
white,0.28,0.038,0.99375,10.2,6
white,0.16,0.029,0.99155,10.1,6
white,0.34,0.049,0.9936,9.5,5
white,0.25,0.056,0.99434,9.5,5
white,0.35,0.022,0.9922,11.6,7
white,0.24,0.032,0.99571,10.7,6
white,0.29,0.043,0.99658,10.1,6
white,0.27,0.035,0.99076,11.1,7
white,0.56,0.071,0.99496,9.8,5
white,0.29,0.142,0.9937,9,6
white,0.27,0.035,0.99076,11.1,7
white,0.27,0.047,0.99542,9.5,6
white,0.24,0.052,0.99825,9.4,6
white,0.32,0.049,0.99289,10.2,5
white,0.37,0.041,0.99432,9.8,6
white,0.26,0.047,0.99523,9.5,6
white,0.27,0.047,0.99542,9.5,6
white,0.3,0.05,0.9959,9,5
white,0.28,0.045,0.99543,10.1,6
white,0.24,0.079,0.99662,8.8,5
white,0.27,0.034,0.99088,11.9,6
white,0.27,0.034,0.99088,11.9,6
white,0.28,0.074,0.99922,9.3,6
white,0.39,0.036,0.9966,10,6
white,0.2,0.075,0.99466,9.5,5
white,0.28,0.074,0.99922,9.3,6
white,0.31,0.054,0.99836,9.7,4
white,0.31,0.054,0.99836,9.7,4
white,0.18,0.043,0.99238,10.2,5
white,0.23,0.031,0.99645,10.8,5
white,0.21,0.046,1,8.8,5
white,0.21,0.046,1,8.8,5
white,0.26,0.039,0.99376,11.4,6
white,0.21,0.046,1,8.8,5
white,0.31,0.039,0.99513,9.8,5
white,0.34,0.045,0.99556,9.4,4
white,0.34,0.045,0.99556,9.4,4
white,0.3,0.054,0.99543,9.4,6
white,0.4,0.053,0.99886,9.4,6
white,0.32,0.044,0.99526,9.7,6
white,0.34,0.032,0.99166,12.3,7
white,0.26,0.045,0.99691,9.8,6
white,0.27,0.053,0.99732,9,5
white,0.28,0.045,0.99573,9.2,6
white,0.3,0.058,0.99656,9.4,6
white,0.175,0.043,0.99112,9.9,6
white,0.34,0.032,0.99214,9.8,5
white,0.34,0.029,0.99165,12.3,7
white,0.12,0.018,0.99004,11.9,7
white,0.32,0.038,0.99463,10.2,6
white,0.51,0.034,0.99683,9.5,6
white,0.12,0.018,0.99004,11.9,7
white,0.24,0.04,0.99596,9.2,5
white,0.41,0.054,0.99898,9.7,5
white,0.18,0.029,0.99114,11.5,7
white,0.17,0.121,0.99508,10.4,8
white,0.2,0.053,0.99306,11.6,5
white,0.41,0.054,0.99898,9.7,5
white,0.17,0.121,0.99508,10.4,8
white,0.18,0.029,0.99114,11.5,7
white,0.16,0.036,0.99342,10.2,6
white,0.16,0.037,0.99345,9.8,6
white,0.42,0.044,0.99772,9,5
white,0.3,0.036,0.99239,10.5,6
white,0.54,0.049,0.99502,9.4,4
white,0.54,0.049,0.99502,9.4,4
white,0.22,0.046,0.99479,10.8,5
white,0.23,0.043,0.99207,10.7,7
white,0.26,0.029,0.99497,10.6,6
white,0.23,0.046,0.99828,9.2,6
white,0.28,0.032,0.99542,9.5,6
white,0.28,0.032,0.99542,9.5,6
white,0.27,0.028,0.99228,10,5
white,0.29,0.03,0.99706,10.6,5
white,0.26,0.029,0.99497,10.6,6
white,0.27,0.029,0.99669,10.6,5
white,0.23,0.046,0.99828,9.2,6
white,0.32,0.036,0.99269,11,6
white,0.22,0.041,0.99196,11.2,6
white,0.5,0.046,0.99662,9.6,5
white,0.33,0.052,0.99475,9.4,5
white,0.26,0.045,0.99544,9.5,6
white,0.2,0.052,0.99944,9.3,5
white,0.33,0.052,0.99475,9.4,5
white,0.26,0.045,0.99544,9.5,6
white,0.36,0.046,0.9966,9.4,5
white,0.13,0.043,0.99066,11.2,7
white,0.15,0.043,0.9907,11.2,7
white,0.13,0.043,0.99066,11.2,7
white,0.23,0.033,0.998,8.8,5
white,0.15,0.043,0.9907,11.2,7
white,0.13,0.043,0.99066,11.2,7
white,0.255,0.079,0.99307,9.4,5
white,0.32,0.03,0.99106,11.1,6
white,0.28,0.052,0.99696,9.6,5
white,0.32,0.03,0.99106,11.1,6
white,0.255,0.079,0.99307,9.4,5
white,0.41,0.037,0.99167,10.6,6
white,0.37,0.048,0.99902,8.9,5
white,0.21,0.021,0.98992,12.3,7
white,0.24,0.028,0.99182,11.4,5
white,0.28,0.043,0.99556,9.6,6
white,0.24,0.034,0.99582,10.3,6
white,0.24,0.028,0.99182,11.4,5
white,0.16,0.032,0.98972,12.1,6
white,0.14,0.026,0.99352,9.9,5
white,0.34,0.035,0.9946,9.7,5
white,0.26,0.043,0.99273,10.5,5
white,0.17,0.038,0.99628,8.9,6
white,0.27,0.039,0.99582,9.4,5
white,0.25,0.037,0.99553,9.6,5
white,0.3,0.014,0.98914,12.6,7
white,0.28,0.156,0.99354,9.2,6
white,0.3,0.053,0.99976,10.4,5
white,0.18,0.062,0.99808,9,7
white,0.18,0.062,0.99808,9,7
white,0.18,0.062,0.99808,9,7
white,0.18,0.062,0.99808,9,7
white,0.18,0.062,0.99808,9,7
white,0.18,0.062,0.99808,9,7
white,0.14,0.039,0.9919,9.2,6
white,0.18,0.062,0.99808,9,7
white,0.615,0.068,0.99499,9.7,4
white,0.13,0.05,0.99655,10.1,6
white,0.34,0.059,0.99615,11,7
white,0.32,0.038,0.99296,10.8,5
white,0.21,0.048,0.99482,10.8,5
white,0.5,0.028,0.99079,13.5,7
white,0.52,0.042,0.99366,10.6,5
white,0.28,0.046,0.99434,9.8,5
white,0.22,0.023,0.98958,11.7,6
white,0.28,0.046,0.99434,9.8,5
white,0.32,0.034,0.99938,9,6
white,0.11,0.042,0.99059,11.3,7
white,0.26,0.031,0.99835,9.4,5
white,0.22,0.023,0.98958,11.7,6
white,0.3,0.025,0.99159,11.3,7
white,0.3,0.025,0.99159,11.3,7
white,0.2,0.019,0.98931,12,6
white,0.2,0.028,0.9938,10.6,6
white,0.26,0.024,0.99558,10.8,6
white,0.25,0.024,0.99563,10.8,6
white,0.2,0.019,0.98931,12,6
white,0.27,0.053,0.99691,9.4,5
white,0.3,0.038,0.9959,9.4,5
white,0.3,0.025,0.99159,11.3,7
white,0.36,0.05,0.99628,9.4,5
white,0.21,0.021,0.99076,12,5
white,0.18,0.039,0.99678,10.3,7
white,0.18,0.039,0.99678,10.3,7
white,0.18,0.039,0.99678,10.3,7
white,0.26,0.026,0.99089,11.3,7
white,0.35,0.063,0.99537,9.4,6
white,0.28,0.041,1.0002,8.7,5
white,0.36,0.05,0.99628,9.4,5
white,0.26,0.026,0.99089,11.3,7
white,0.18,0.039,0.99678,10.3,7
white,0.21,0.021,0.99076,12,5
white,0.19,0.033,0.99332,8,5
white,0.24,0.033,0.99316,10.4,7
white,0.17,0.029,0.99272,10.7,7
white,0.24,0.03,0.99636,10.2,6
white,0.6,0.044,0.99202,10.9,5
white,0.445,0.027,0.99148,10.5,6
white,0.28,0.012,0.99064,11.7,7
white,0.44,0.065,0.99884,8.6,5
white,0.24,0.034,0.99773,9,5
white,0.31,0.044,1.00013,8.7,5
white,0.32,0.062,0.98974,12.8,6
white,0.24,0.034,0.99773,9,5
white,0.31,0.044,1.00013,8.7,5
white,0.13,0.023,0.99112,11.8,6
white,0.14,0.034,0.99136,11.6,6
white,0.2,0.028,0.99132,11.8,6
white,0.15,0.042,0.99642,10.6,5
white,0.23,0.066,0.99488,9.7,5
white,0.33,0.047,0.99527,10.3,5
white,0.17,0.119,0.99578,10.2,6
white,0.12,0.048,0.99352,10.1,7
white,0.18,0.046,0.99199,10.9,7
white,0.15,0.037,0.99198,9.3,5
white,0.23,0.057,0.99756,10.2,6
white,0.17,0.119,0.99578,10.2,6
white,0.34,0.066,0.99561,9.5,5
white,0.68,0.069,0.99347,9.3,5
white,0.22,0.018,0.98936,12.9,7
white,0.28,0.042,0.99786,8.7,5
white,0.4,0.081,0.99705,9.4,5
white,0.19,0.034,0.9942,10.1,5
white,0.23,0.039,0.9948,10,4
white,0.14,0.05,0.99116,11.1,7
white,0.15,0.052,0.99688,10.3,7
white,0.15,0.033,0.98974,12.2,6
white,0.33,0.067,0.99542,9.3,6
white,0.3,0.041,0.99154,11.3,6
white,0.23,0.043,0.99118,10.8,6
white,0.13,0.033,0.99044,11.2,8
white,0.21,0.03,0.9914,12.5,7
white,0.4,0.05,0.9979,9.3,5
white,0.34,0.03,0.98892,12.9,7
white,0.12,0.039,0.99114,11.2,7
white,0.655,0.039,0.99188,12.6,6
white,0.26,0.046,0.99583,9.3,5
white,0.34,0.03,0.98892,12.9,7
white,0.3,0.03,0.98892,12.9,7
white,0.15,0.049,0.99704,9.5,7
white,0.37,0.037,0.9911,11.9,6
white,0.35,0.032,0.99334,10.3,7
white,0.32,0.033,0.99334,10.3,7
white,0.1,0.031,0.99094,11.2,6
white,0.25,0.03,0.99014,12,6
white,0.31,0.042,0.99304,9.6,5
white,0.18,0.041,0.99652,9.2,6
white,0.17,0.029,0.98944,12.9,6
white,0.19,0.061,0.99772,9.3,6
white,0.32,0.03,0.99367,12.1,6
white,0.31,0.042,0.99304,9.6,5
white,0.21,0.026,0.99183,11.2,6
white,0.16,0.029,0.99126,11.2,7
white,0.17,0.029,0.98944,12.9,6
white,0.24,0.042,0.99577,9.2,5
white,0.19,0.061,0.99772,9.3,6
white,0.18,0.041,0.99652,9.2,6
white,0.3,0.041,0.99428,9.3,6
white,0.28,0.03,0.99388,10.7,6
white,0.31,0.024,0.99208,9.8,6
white,0.23,0.036,0.99256,10.3,6
white,0.28,0.03,0.99388,10.7,6
white,0.23,0.025,0.9925,11.3,6
white,0.22,0.048,0.99904,8.8,6
white,0.18,0.043,0.99216,10.8,5
white,0.31,0.024,0.99208,9.8,6
white,0.3,0.041,0.99428,9.3,6
white,0.46,0.027,0.99165,11.5,7
white,0.23,0.038,0.99924,8.8,5
white,0.23,0.038,0.99924,8.8,5
white,0.23,0.038,0.99924,8.8,5
white,0.26,0.17,0.9956,9.4,6
white,0.26,0.171,0.99562,9.4,6
white,0.28,0.045,0.9972,9.6,6
white,0.23,0.038,0.99924,8.8,5
white,0.23,0.044,0.9958,9.3,6
white,0.25,0.044,0.99976,8.9,5
white,0.25,0.044,0.99976,8.9,5
white,0.2,0.049,0.99296,10,5
white,0.21,0.045,0.9957,9.1,5
white,0.23,0.044,0.9958,9.3,6
white,0.24,0.043,0.99579,9.4,6
white,0.25,0.04,0.99541,10.1,6
white,0.25,0.044,0.99976,8.9,5
white,0.16,0.046,0.99518,10.8,6
white,0.28,0.028,0.99168,10,6
white,0.18,0.029,0.99276,10.9,6
white,0.26,0.027,0.99085,12,7
white,0.37,0.043,0.99873,9.3,5
white,0.4,0.03,0.99172,12.3,7
white,0.26,0.038,0.99312,10.4,6
white,0.18,0.029,0.99276,10.9,6
white,0.23,0.045,0.9972,10.5,5
white,0.2,0.036,0.99278,9.8,6
white,0.17,0.041,0.99092,10.5,6
white,0.35,0.051,0.9962,9.9,6
white,0.29,0.035,0.99053,11.4,7
white,0.3,0.06,0.99858,9.2,5
white,0.51,0.051,0.9984,9.7,5
white,0.51,0.049,0.99335,10,5
white,0.29,0.035,0.99053,11.4,7
white,0.29,0.048,0.9949,10.3,6
white,0.35,0.051,0.9962,9.9,6
white,0.17,0.041,0.99092,10.5,6
white,0.2,0.047,0.99532,9.8,7
white,0.615,0.067,0.99727,9.3,5
white,0.32,0.034,0.99026,12.4,7
white,0.2,0.048,0.99668,9.3,6
white,0.615,0.067,0.99727,9.3,5
white,0.23,0.048,0.9952,9.5,6
white,0.27,0.034,0.99144,10.5,6
white,0.27,0.034,0.99144,10.5,6
white,0.44,0.032,0.99015,12.8,7
white,0.34,0.045,0.9914,10.8,6
white,0.26,0.057,0.99693,10,6
white,0.17,0.045,0.99035,11.8,8
white,0.26,0.057,0.99693,10,6
white,0.17,0.045,0.99035,11.8,8
white,0.17,0.036,0.99006,12,6
white,0.43,0.025,0.99126,12.6,6
white,0.315,0.026,0.98994,11.9,8
white,0.17,0.027,0.98985,10.6,5
white,0.34,0.082,0.9971,9.2,5
white,0.33,0.059,0.99882,10,6
white,0.12,0.038,0.99477,9.2,5
white,0.13,0.039,0.99478,9.3,6
white,0.18,0.055,0.99576,10.2,6
white,0.16,0.054,0.99578,10.2,6
white,0.26,0.06,0.99354,8.7,5
white,0.32,0.05,0.99244,10.7,5
white,0.3,0.048,0.99084,12.1,6
white,0.16,0.05,0.99612,9.5,6
white,0.27,0.028,0.99356,11.2,6
white,0.16,0.034,0.98952,12,6
white,0.16,0.05,0.99612,9.5,6
white,0.3,0.048,0.99084,12.1,6
white,0.32,0.05,0.99244,10.7,5
white,0.44,0.048,0.99955,8.8,7
white,0.2,0.052,0.99374,10.8,6
white,0.29,0.026,0.9892,13.1,7
white,0.39,0.035,0.99144,12.5,7
white,0.36,0.045,0.99352,11.7,8
white,0.36,0.045,0.99352,11.7,8
white,0.36,0.045,0.9935,11.6,8
white,0.2,0.043,0.99237,11.3,6
white,0.39,0.035,0.99144,12.5,7
white,0.2,0.025,0.99022,11.4,5
white,0.235,0.036,0.99032,12.2,5
white,0.965,0.074,1.03898,11.7,6
white,0.2,0.053,0.99587,10.4,6
white,0.2,0.053,0.99587,10.4,6
white,0.2,0.053,0.99587,10.4,6
white,0.24,0.083,0.99976,9.1,5
white,0.3,0.034,0.99354,12.2,6
white,0.24,0.083,0.99976,9.1,5
white,0.4,0.066,0.99552,9.4,5
white,0.4,0.065,0.99552,9.4,5
white,0.2,0.053,0.99587,10.4,6
white,0.25,0.047,0.99604,9.2,5
white,0.26,0.046,0.99584,9.4,5
white,0.37,0.033,0.98894,13.5,7
white,0.35,0.053,0.9963,9.4,5
white,0.22,0.028,0.993,10.9,8
white,0.37,0.033,0.98894,13.5,7
white,0.35,0.053,0.9963,9.4,5
white,0.31,0.036,0.99068,11.4,7
white,0.16,0.036,0.98964,12.4,7
white,0.25,0.047,0.99604,9.2,5
white,0.26,0.046,0.99584,9.4,5
white,0.15,0.038,0.9923,10.5,6
white,0.15,0.031,0.99437,11.5,8
white,0.22,0.028,0.993,10.9,8
white,0.2,0.04,0.99238,10.8,6
white,0.17,0.038,0.99801,8.9,5
white,0.18,0.039,0.99802,8.9,5
white,0.27,0.042,0.99566,9.4,6
white,0.32,0.049,0.99067,12.2,7
white,0.26,0.025,0.99066,12.1,7
white,0.3,0.03,0.9929,10.9,5
white,0.16,0.026,0.9934,10.1,6
white,0.32,0.049,0.99067,12.2,7
white,0.19,0.032,0.98912,13,7
white,0.36,0.038,0.99066,11,5
white,0.17,0.052,0.99228,10.8,5
white,0.19,0.032,0.98912,13,7
white,0.11,0.052,0.9958,9.3,4
white,0.21,0.042,0.99052,11.4,6
white,0.325,0.152,0.99312,9.2,5
white,0.4,0.056,0.9968,9.9,5
white,0.2,0.044,0.99502,10.5,5
white,0.27,0.04,0.99084,12.4,6
white,0.26,0.047,0.99573,9.5,6
white,0.25,0.048,0.99256,10.5,6
white,0.22,0.053,0.9959,9.1,6
white,0.14,0.034,0.99084,11.5,7
white,0.14,0.034,0.99084,11.5,7
white,0.26,0.044,0.99644,11.2,5
white,0.22,0.05,0.99526,10.8,5
white,0.45,0.064,0.9954,9.4,5
white,0.17,0.031,0.99095,11,6
white,0.44,0.048,0.99188,11.3,7
white,0.15,0.041,0.9909,11.2,6
white,0.25,0.048,0.99256,10.5,6
white,0.22,0.053,0.9959,9.1,6
white,0.26,0.05,0.99581,10.4,6
white,0.15,0.033,0.99132,11.2,7
white,0.22,0.034,0.98936,11.1,7
white,0.37,0.036,0.99136,11.2,6
white,0.375,0.036,0.99142,10.5,6
white,0.2,0.047,0.99232,10,6
white,0.22,0.046,0.99232,10,6
white,0.22,0.049,0.993,10.9,5
white,0.22,0.028,0.99311,10.9,7
white,0.15,0.033,0.99132,11.2,7
white,0.2,0.035,0.98993,11.7,5
white,0.31,0.033,0.99208,10,5
white,0.43,0.169,0.99776,9.5,5
white,0.24,0.053,0.99839,9,5
white,0.23,0.052,0.99574,10,5
white,0.2,0.041,0.99093,11.9,5
white,0.16,0.028,0.99156,10.6,6
white,0.21,0.047,0.99278,11,6
white,0.33,0.027,0.9924,11.2,7
white,0.18,0.034,0.98984,12,7
white,0.29,0.027,0.99035,12.6,8
white,0.33,0.027,0.9924,11.2,7
white,0.21,0.034,0.99165,10.5,6
white,0.21,0.037,0.9923,10.2,6
white,0.21,0.047,0.99278,11,6
white,0.11,0.028,0.99008,12.2,6
white,0.15,0.036,0.98964,12.3,6
white,0.16,0.028,0.99156,10.6,6
white,0.19,0.032,0.9909,10.4,6
white,0.18,0.034,0.98984,12,7
white,0.48,0.021,0.9889,12.7,7
white,0.23,0.018,0.99178,10.6,5
white,0.17,0.028,0.99076,12.3,6
white,0.48,0.021,0.9889,12.7,7
white,0.15,0.037,0.99046,11.4,6
white,0.17,0.029,0.98999,12,7
white,0.21,0.045,0.98946,12.4,8
white,0.23,0.03,0.98976,12.1,7
white,0.15,0.037,0.99046,11.4,6
white,0.22,0.04,0.99672,10.7,5
white,0.15,0.045,0.99482,9.3,5
white,0.32,0.027,0.98945,12.7,6
white,0.37,0.029,0.98883,11.7,6
white,0.25,0.039,0.99362,10.7,5
white,0.21,0.033,0.99075,11.8,7
white,0.24,0.039,0.99436,9.9,5
white,0.475,0.047,0.98988,13.4,7
white,0.28,0.032,0.99158,12.8,7
white,0.4,0.033,0.99265,12.8,6
white,0.41,0.042,0.99195,10.5,5
white,0.2,0.032,0.99168,11.5,5
white,0.22,0.04,0.9918,10.5,4
white,0.36,0.032,0.99313,13,6
white,0.285,0.035,0.9895,12.4,8
white,0.2,0.041,0.9932,10.2,6
white,0.42,0.054,0.99848,9,5
white,0.16,0.038,0.9909,12,7
white,0.125,0.044,0.99014,11.7,7
white,0.44,0.054,0.9952,10,5
white,0.31,0.055,0.99652,10.3,5
white,0.42,0.054,0.99848,9,5
white,0.18,0.032,0.99104,11.1,5
white,0.21,0.05,0.99772,9,5
white,0.16,0.031,0.9922,10.5,6
white,0.22,0.028,0.99076,11.9,7
white,0.36,0.036,0.99622,9.4,5
white,0.21,0.035,0.9902,11.4,6
white,0.25,0.034,0.99114,10.8,7
white,0.31,0.073,0.9938,9.8,5
white,0.26,0.047,0.99594,9.3,5
white,0.21,0.035,0.9902,11.4,6
white,0.2,0.031,0.99035,11.3,6
white,0.18,0.031,0.99032,11.3,6
white,0.37,0.031,0.99558,9.5,5
white,0.36,0.036,0.99622,9.4,5
white,0.22,0.028,0.99076,11.9,7
white,0.18,0.046,0.99413,9.3,5
white,0.14,0.041,0.99043,11.4,6
white,0.14,0.041,0.99043,11.4,6
white,0.44,0.053,0.98982,12.7,6
white,0.36,0.033,0.98934,13.5,7
white,0.28,0.019,0.9902,11.2,6
white,0.16,0.038,0.99449,10.7,5
white,0.28,0.032,0.99629,10.8,4
white,0.39,0.054,0.9948,10.5,6
white,0.44,0.014,0.98984,13,8
white,0.22,0.029,0.99326,10.8,6
white,0.22,0.046,0.99834,9.1,6
white,0.25,0.038,0.99555,10.1,5
white,0.155,0.028,0.98975,11.9,8
white,0.31,0.036,0.99216,12,7
white,0.31,0.036,0.99216,12,7
white,0.22,0.046,0.99834,9.1,6
white,0.21,0.041,0.9901,11.6,8
white,0.155,0.028,0.98975,11.9,8
white,0.25,0.038,0.99573,10.2,6
white,0.22,0.029,0.99326,10.8,6
white,0.21,0.028,0.99215,9.8,5
white,0.27,0.023,0.98993,11.4,4
white,0.17,0.03,0.99218,9.8,5
white,0.25,0.038,0.99555,10.1,5
white,0.12,0.039,0.99564,9.8,8
white,0.12,0.039,0.99564,9.8,8
white,0.29,0.036,0.99397,10.7,6
white,0.3,0.022,0.99576,10.6,5
white,0.26,0.037,0.99601,9.3,5
white,0.12,0.039,0.99564,9.8,8
white,0.29,0.036,0.99397,10.7,6
white,0.33,0.016,0.98713,14,8
